logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B
SLC16A6	3.98275703313956	3.30537838067508	4.66013568560404	3.28650611727292	11.6185095132636	1.31017321703096e-22	1.21846109183879e-20	40.7558852655535
GAL	-4.97810441212744	-5.82532059263428	-4.13088823162061	-0.892004678124579	-11.6109530868779	1.37231957719778e-22	1.2692448045588e-20	40.7043197559042
NBEA	2.7501101795903	2.28088862711277	3.21933173206783	3.67826230447176	11.5816450847146	1.64252786781962e-22	1.51085637153048e-20	40.5060277911183
C2orf55	1.98249850929346	1.64419211318682	2.3208049054001	4.11065313749213	11.5797923369395	1.66129601198731e-22	1.51981498748817e-20	40.4589321671375
FAM98A	-0.815183403756256	-0.954486567669005	-0.675880239843508	5.73630925929453	-11.5635839961115	1.8348988914264e-22	1.66955962375031e-20	40.212499515089
TOX3	4.79267351120726	3.97298305598656	5.61236396642795	3.63100061762248	11.5538327687029	1.9479594940369e-22	1.76290334210339e-20	40.3593701701985
FAM198B	2.66110330661835	2.20545859750176	3.11674801573493	7.51866711779562	11.540736185431	2.1108390244854e-22	1.90009375931351e-20	40.0688331524089
LIMA1	1.56391305425374	1.2959554274951	1.83187068101239	7.03822257514431	11.5330610930764	2.21254723626099e-22	1.98105359723305e-20	40.0070019595282
SRPK1	-1.25770570853468	-1.47322992780837	-1.042181489261	6.25001428166951	-11.531374108527	2.23555121179437e-22	1.99105997609178e-20	39.997247254758
C20orf26	3.61653869724327	2.99652460996956	4.23655278451697	-0.653703253430665	11.5262933858425	2.30628680579795e-22	2.04324872642089e-20	40.1056822289861
GPD1L	1.92904271443035	1.5980955841558	2.25998984470491	6.28754972534681	11.518113006497	2.42490701564894e-22	2.13709213583343e-20	39.9371733257207
APH1B	1.69307569727262	1.40254132369986	1.98361007084539	4.66149709192808	11.5153452784569	2.4664057857171e-22	2.16234419744667e-20	40.0191467273443
REEP5	1.23917061234678	1.02639209144918	1.45194913324438	8.06554902952419	11.5080417866689	2.57935236532447e-22	2.24964965624388e-20	39.8466531750078
CDC20	-2.48973855621383	-2.91828414955837	-2.06119296286929	4.84331675712162	-11.4803418874003	3.05674350665926e-22	2.6522764663709e-20	39.7650124507173
BCL2	2.80545325772379	2.32216674205913	3.28873977338845	6.14948070324947	11.4708729549926	3.23942016163022e-22	2.79636715798572e-20	39.680543170034
RAET1L	-4.98565145292594	-5.84750068953031	-4.12380221632157	-4.11032108631797	-11.4311183952711	4.13324833515985e-22	3.54974332784417e-20	39.2159020270864
SALL2	2.21593142570617	1.83261608797316	2.59924676343918	4.4543579845324	11.4234748495382	4.33147779136052e-22	3.70110485593765e-20	39.4793743267344
ANKRA2	1.34467265152881	1.11199572954141	1.57734957351622	3.89263527307449	11.4198755878961	4.42808449781102e-22	3.75137643370465e-20	39.4995333540505
RTN4RL1	2.88941724242402	2.38943276840691	3.38940171644112	4.25912815076221	11.4196252482456	4.43488332624741e-22	3.75137643370465e-20	39.4745791897507
ATP8B1	1.95876004460015	1.61951709045895	2.29800299874135	6.54852230195563	11.4095498615452	4.71734930598969e-22	3.97035704338622e-20	39.2722097495598
MCCC2	2.0544893911947	1.69845107554985	2.41052770683954	7.73658217284101	11.402636391347	4.9215019826993e-22	4.12157427237698e-20	39.2123018864273
CDCA2	-2.54419609273577	-2.98559687405328	-2.10279531141827	2.87064192712439	-11.3897867848209	5.32468935194728e-22	4.43715326046181e-20	39.3681769863951
SPEF2	2.07674435565719	1.71633167832942	2.43715703298496	3.52303311679697	11.3862598451866	5.44101783420002e-22	4.49328072115379e-20	39.323877241353
CDCA8	-2.01294010567999	-2.36228380796892	-1.66359640339105	4.35160718654061	-11.3861275550105	5.44543020920438e-22	4.49328072115379e-20	39.2269839360452
POU5F1	-3.29210946903589	-3.86352619664375	-2.72069274142803	-3.19692566523099	-11.3846433175433	5.49518088260312e-22	4.4988984537148e-20	39.0285142465537
MPP6	-2.81304390591306	-3.30132182959404	-2.32476598223208	0.732621543513026	-11.3843314617937	5.50569168576754e-22	4.4988984537148e-20	39.3736082502445
PHGDH	-3.02692935860142	-3.55274851675911	-2.50111020044374	5.41839439841743	-11.3753296374309	5.81790423582453e-22	4.73105227061035e-20	39.0933566159505
FSCN1	-2.22676351558029	-2.61370928502365	-1.83981774613693	5.8783921373488	-11.3716138736657	5.95188122849641e-22	4.81673157304231e-20	39.0451674165837
RBM47	1.35070505345731	1.11591239688364	1.58549771003098	7.03664053844587	11.3677398306355	6.09484882590367e-22	4.90883207112136e-20	38.9964741288749
SYTL5	5.19662058543691	4.2924057321721	6.10083543870172	1.97142014587378	11.3565778681812	6.52624553782627e-22	5.22908013009748e-20	39.2117542941705
GAMT	3.06437336784039	2.53113748319322	3.59760925248756	4.20671240092619	11.355870250636	6.55460053140004e-22	5.22908013009748e-20	39.1071310649836
LRRC46	3.02489656015206	2.49826672748172	3.55152639282239	1.81590343923563	11.3501912915948	6.78666621293642e-22	5.38867699822447e-20	39.1757745058927
GIN1	1.06186079999171	0.876969094474206	1.24675250550922	2.83923664570709	11.3487563062243	6.84659363773846e-22	5.41073759173951e-20	39.1422642690638
SHC4	-4.64449375250832	-5.45472141737178	-3.83426608764487	0.659895355702161	-11.3273788410675	7.80459269166111e-22	6.13900508311829e-20	39.0376122691907
MIA	-6.0200708577972	-7.07041590744212	-4.96972580815229	0.377999805461285	-11.3257695497654	7.88191199415869e-22	6.17098719058945e-20	39.0281320840834
STK38	-1.06516600590622	-1.25142923688463	-0.878902774927818	6.07869437848137	-11.3002558410241	9.2151646549894e-22	7.18142901099243e-20	38.5932478307185
RSPH1	2.92317152001836	2.41195332445719	3.43438971557953	2.33225267766283	11.2991586399518	9.27730137075155e-22	7.1965352061687e-20	38.8608737446983
PPP1CB	-0.953916967807244	-1.1208626750774	-0.786971260537088	8.37323757888571	-11.2910265333123	9.75107741524514e-22	7.52935257480833e-20	38.5252732784931
CENPW	-2.4496455949381	-2.87970722995146	-2.01958395992474	2.90283047406996	-11.2556522197385	1.21097428200704e-21	9.30791328265956e-20	38.5494600070353
SLC7A5	-3.0358871525333	-3.56924275095463	-2.50253155411197	6.10607471547268	-11.2477816442882	1.27076459996584e-21	9.72308205055681e-20	38.2834634787162
KCNG1	-4.83309850554694	-5.68230661634148	-3.98389039475241	-0.559201686708633	-11.246298950404	1.2823539760591e-21	9.76735949276149e-20	38.5337891733178
DSC2	-2.92034075890474	-3.43354990196907	-2.4071316158404	5.58390021697655	-11.2444250875722	1.29715207380188e-21	9.83556795419235e-20	38.2911825764784
POP1	-1.58857406333968	-1.86811710872456	-1.3090310179548	3.57930409045942	-11.2294086328276	1.42206887849041e-21	1.07343880859323e-19	38.3470570027694
GPR81	3.53105767697277	2.90932970530111	4.15278564864443	3.57804182093602	11.2228333783284	1.48048340266646e-21	1.11254362129842e-19	38.3388447523483
WDR43	-0.905654349446222	-1.06520273606354	-0.746105962828906	5.75822605080571	-11.2167791951058	1.5363860957162e-21	1.14942165107514e-19	38.0962881117684
RNF103	0.996498348630903	0.820595147381236	1.17240154988057	6.37269993003868	11.1944033371243	1.76192732247845e-21	1.31232400970264e-19	37.950920113645
REEP1	3.38048999666012	2.78367188595512	3.97730810736512	3.37673980133908	11.1927234179497	1.78013864282433e-21	1.32004730284855e-19	38.1702833360972
TIGD2	-1.31443610170456	-1.54661961626988	-1.08225258713924	3.11113543296652	-11.1868086196114	1.8457681303295e-21	1.35890740007904e-19	38.1330969359025
ENPP1	2.51135506886837	2.06773615859166	2.95497397914508	6.18581436317412	11.1865502994115	1.8486888529561e-21	1.35890740007904e-19	37.9403612981485
SYBU	2.98806288669917	2.46005118606966	3.51607458732868	4.56415177976975	11.1826387991896	1.89348307975002e-21	1.38578263832314e-19	38.0130530599027
KIAA0040	1.89140894098812	1.55709800168814	2.22571988028809	6.98781951205978	11.1797723534796	1.92699634883467e-21	1.40420474198849e-19	37.8629646186241
CYP4B1	5.51325655082992	4.5382709905788	6.48824211108104	2.66801779253968	11.173986154455	1.9964622066524e-21	1.44855380709396e-19	38.0938089658175
KLK6	-6.23728904598345	-7.34083549887798	-5.13374259308893	0.354225335551204	-11.1687189311095	2.06187017767534e-21	1.48399530260525e-19	38.0783218896441
AMD1	-1.42591256414995	-1.67819728210826	-1.17362784619164	6.27895791579079	-11.1686340748771	2.06294125117108e-21	1.48399530260525e-19	37.7840474482324
GRIK3	5.07292436637257	4.17467109725786	5.97117763548728	3.04680157197889	11.1598328886916	2.17710432754108e-21	1.55945519768081e-19	37.9862799046419
ULBP3	-3.41985067701241	-4.02587181384249	-2.81382954018234	-1.33488059309402	-11.1510941419335	2.29670033572373e-21	1.6381507097982e-19	37.8640099503586
RPIA	-1.02922615014719	-1.21190531478344	-0.846546985510942	4.54122864313022	-11.1331972986019	2.56250561634167e-21	1.82002772320166e-19	37.6719436836155
YEATS2	-1.11662690250711	-1.31488020333567	-0.918373601678557	5.62029494686069	-11.1297592612583	2.61698168970902e-21	1.85090978079294e-19	37.5730219284713
C9orf40	-1.56718434251011	-1.84560670150276	-1.28876198351746	2.43302915841686	-11.1227989117785	2.73083643469949e-21	1.92335438097475e-19	37.7853700704551
TSPAN1	4.56244994376431	3.75159662733919	5.37330326018943	5.52940824427112	11.1186977828302	2.800224007813e-21	1.96400711347984e-19	37.6085021770444
PRRT3	2.23215843202465	1.83528027008375	2.62903659396556	3.761091092343	11.1138856511365	2.88388985825419e-21	2.0142953520329e-19	37.6511240381828
DALRD3	1.36988526396559	1.12616055636501	1.61360997156618	5.40584006436833	11.1066413065175	3.01457560982756e-21	2.09687401819121e-19	37.4664368923341
BBS1	1.38939596639106	1.14210593491249	1.63668599786963	5.46447160244595	11.1024169799628	3.09349452862405e-21	2.1429133086555e-19	37.4366713452397
PALM	2.4288266344726	1.9957452063376	2.86190806260759	4.49232497832966	11.0821766092462	3.50121859781559e-21	2.4154103547963e-19	37.4026535387381
PLOD1	-1.51575085097583	-1.78680771933792	-1.24469398261375	7.45249465214313	-11.0500823549755	4.26052972670676e-21	2.92724477100632e-19	37.0506200660885
PALM2	-2.34744714518702	-2.76790692468267	-1.92698736569137	1.03461312540467	-11.0323866683963	4.74739947143698e-21	3.24849493100401e-19	37.260447853796
TTC39A	2.60452773384643	2.13777421702241	3.07128125067044	6.5998319883004	11.0265461094308	4.91999226777473e-21	3.35296477098996e-19	36.9586848446561
C2orf77	1.98953287825288	1.63259459411547	2.34647116239029	2.71328011453817	11.0142796625298	5.30314723301974e-21	3.59951118441215e-19	37.1216685549942
GPSM2	-1.43215648220606	-1.68916555415229	-1.17514741025982	4.8889069709197	-11.011338921035	5.39934821041409e-21	3.65008949501608e-19	36.9056123340605
CAPN9	5.39294955936844	4.42487936898089	6.36101974975599	1.31160081324185	11.0082332120405	5.50283868469185e-21	3.70517134317672e-19	37.1131588518325
CDK2AP1	-1.57726503143792	-1.86068713759397	-1.29384292528187	7.22237845791172	-10.9968693252389	5.89868780594013e-21	3.95588094969682e-19	36.7275981699367
LYAR	-1.17867592799687	-1.39084890291025	-0.966502953083496	3.87812252175976	-10.977475052511	6.64104868237637e-21	4.4360623996207e-19	36.7890598505252
DNAH5	3.92796252446819	3.22038128033051	4.63554376860586	3.32067876716199	10.9695581221637	6.97026834691802e-21	4.6375702404613e-19	36.8266507653021
TTK	-2.2493280934963	-2.65517200908853	-1.84348417790407	3.6511136582468	-10.9519607469287	7.76159442615642e-21	5.14373696753902e-19	36.6479774776578
C6orf218	-4.85481800034213	-5.73253672829439	-3.97709927238988	-4.08176794169978	-10.9298876794791	8.8822030931145e-21	5.86329900652535e-19	36.2634254954854
PVR	-1.67382027807778	-1.97649221783666	-1.37114833831889	4.7858030367599	-10.927851265684	8.99339499939188e-21	5.91350851659232e-19	36.4019476164357
ANKRD30B	6.37636856009552	5.22281120089058	7.52992591930046	0.753493517814643	10.9227584113981	9.27759711280964e-21	6.07664561089201e-19	36.5855442371927
Entrezid:90288	3.41474721784788	2.79556861138164	4.03392582431412	0.526532423149076	10.8978475413032	1.08023421458603e-20	7.04790020702584e-19	36.4329451646017
GJB3	-4.85584471214804	-5.73671775162109	-3.97497167267499	-0.329940312672269	-10.8930521373929	1.11233936704129e-20	7.22934693645022e-19	36.4124333300822
FOXP1	1.4341346100758	1.17389257617299	1.69437664397862	6.39828911855371	10.8895662844622	1.1362735100771e-20	7.35649692120303e-19	36.1038748771605
C8orf47	-4.42111993643531	-5.2241735137419	-3.61806635912872	-2.87176194746595	-10.8789225787123	1.21258321772533e-20	7.82046486742162e-19	36.1264215257558
OPRK1	-5.33798686143378	-6.30789433315	-4.36807938971756	-3.90425153047083	-10.8754016691865	1.23893616813817e-20	7.95992844208769e-19	35.9994729344274
FBXL5	1.1425363661952	0.934897005595987	1.35017572679442	6.97769005492454	10.8732271257744	1.25549684985731e-20	8.03565721431486e-19	35.9852192328232
HMGA1	-1.64444281563475	-1.94369030631707	-1.34519532495242	6.49834369320775	-10.8589133820296	1.37016091070731e-20	8.73633280679397e-19	35.8981245090319
CELSR1	2.26916506366946	1.85618713293645	2.68214299440248	7.52684759548663	10.8576879307969	1.38045066126229e-20	8.76872678529366e-19	35.9012033676061
WDR65	3.80045924030414	3.10823914828184	4.49267933232644	-1.14215792289024	10.8490069856633	1.4555850781978e-20	9.2112269253021e-19	36.0331530689199
CHEK1	-1.67584925505644	-1.98140200330123	-1.37029650681165	3.40099924284711	-10.8379431068282	1.55729091531474e-20	9.81793182677643e-19	35.9936480644885
RNASE4	2.01520831130777	1.64761095883132	2.38280566378422	5.74113511080481	10.8329236257398	1.60574367766641e-20	1.00856281067756e-18	35.7990249114455
PROM1	-5.08385888774823	-6.01150982247488	-4.15620795302159	3.32141908736599	-10.8294652319597	1.64000034331075e-20	1.02625002895724e-18	35.9249012055672
PAPSS1	-1.11417204467547	-1.31765750435878	-0.910686584992165	6.78094768319929	-10.8197440276902	1.74025100063242e-20	1.08494981828317e-18	35.653170384722
C1orf106	-3.73843182336547	-4.42128338257771	-3.05558026415324	2.82610015149023	-10.8183560335235	1.75505547595842e-20	1.09014202312945e-18	35.8921793448379
ZBTB42	1.76978137942399	1.44642461331205	2.09313814553594	4.93324422488748	10.8152304819017	1.78885492630964e-20	1.10705128582978e-18	35.7433645141894
CCDC40	2.21458594985174	1.80955730310375	2.61961459659972	2.92653403380141	10.8045058701418	1.909848057962e-20	1.17759972013459e-18	35.8442579724226
RRP1B	-0.900131703887737	-1.06482290514593	-0.735440502629546	5.95680272822308	-10.8002490826812	1.96010741451386e-20	1.20115776271853e-18	35.5560870086889
EXOC6	1.45013604535087	1.18480959779863	1.71546249290311	5.08006980299578	10.8000636724567	1.96232629209051e-20	1.20115776271853e-18	35.6342775271433
LRRC56	2.435657226764	1.98977738040631	2.88153707312169	2.54885821865164	10.7943485439404	2.03196544178925e-20	1.23658017780987e-18	35.8041291510959
SEMA3F	1.59109066441431	1.29981374128258	1.88236758754604	6.60351633331409	10.7941129867594	2.0348880725559e-20	1.23658017780987e-18	35.5170256028822
NUDT12	2.25172547623768	1.8394138324851	2.66403711999026	4.4303002981387	10.7916525048658	2.06566804519699e-20	1.25076943182737e-18	35.6527284504029
PUS7	-1.19744251986765	-1.41682475338966	-0.978060286345639	4.69160102412774	-10.7857744005694	2.1410964158935e-20	1.29179483758908e-18	35.5480936425972
LBR	-1.63763579575809	-1.93774080586334	-1.33753078565283	5.39060901853414	-10.7830641105818	2.17679534202022e-20	1.30864271400809e-18	35.4813201871698
NCAPD2	-1.37382588398297	-1.62567574940747	-1.12197601855846	6.61281221967543	-10.779238518602	2.2281982640309e-20	1.33477798499758e-18	35.4106916738913
C9orf106	2.98582467164166	2.43834791261962	3.5333014306637	-3.24015864874003	10.7769712703715	2.25923245723573e-20	1.34856950186699e-18	35.4040445279545
LRRC50	3.70489075435942	3.02548424383986	4.38429726487897	0.0161473885600081	10.7756583359109	2.27740088236328e-20	1.35461092059438e-18	35.6774814198965
FAM63A	1.63336995165909	1.3336006613118	1.93313924200638	5.6518502478091	10.767020315473	2.40062561586095e-20	1.4228778518235e-18	35.397216638043
ZNF763	1.59439933144885	1.30159370891266	1.88720495398505	2.00732367069289	10.760087479367	2.50432315803667e-20	1.47913234102566e-18	35.6203816188693
RAB17	2.08324451024469	1.70058966297625	2.46589935751312	4.24445943892534	10.7579900287931	2.53656807515254e-20	1.492938825491e-18	35.4577158879142
C9orf116	2.3946134034152	1.95472806381874	2.83449874301165	2.87555042098265	10.757070907818	2.55082837529897e-20	1.49610083767971e-18	35.5611462519242
STAC	-3.46477641393173	-4.10169017008824	-2.82786265777521	0.0641774785397257	-10.7496096953139	2.66959191659801e-20	1.56032085875328e-18	35.5519810086091
MCM7	-1.20921323528498	-1.43163504299269	-0.986791427577257	6.77160999962532	-10.7429520278995	2.78021758615665e-20	1.61935649231055e-18	35.1867475875523
UCK2	-1.35865066753651	-1.60866425947555	-1.10863707559747	4.61487524015497	-10.7384672589217	2.85730596117452e-20	1.65851831877416e-18	35.2673963168535
NPNT	2.88129239705312	2.35086259066553	3.41172220344071	6.98584933555494	10.7338994665487	2.93801518807028e-20	1.69950548662498e-18	35.1787798887991
STARD10	2.20518704660048	1.79918864527813	2.61118544792283	7.38966010266967	10.7329528063552	2.95502452537268e-20	1.70349067930131e-18	35.1428574361059
SKP1	0.981979847733172	0.80106494751628	1.16289474795007	8.28927063767599	10.7257173681624	3.08831785337652e-20	1.77425441726577e-18	35.0858578673183
FERMT1	-4.44746015446604	-5.26711273586851	-3.62780757306356	0.583072585991616	-10.7221126401955	3.1569485586471e-20	1.80751411862948e-18	35.3967060971104
RASAL1	-4.15679946476868	-4.9237822081694	-3.38981672136796	0.181087156180671	-10.7095590857476	3.40805971615335e-20	1.9446735322715e-18	35.3199372061713
DAZAP2	0.763923253707169	0.62293582516516	0.904910682249178	8.38424383368914	10.7069913302845	3.46182922807331e-20	1.96868146608642e-18	34.9726692868696
KCNQ4	-3.8561049431426	-4.56789213674639	-3.1443177495388	-2.1828346121014	-10.7052492927576	3.49878931622079e-20	1.98300069225403e-18	35.149855234143
