	TCGA-A7-A13F-01	TCGA-A2-A0YE-01	TCGA-BH-A0B0-01	TCGA-C8-A131-01	TCGA-A2-A0D3-01	TCGA-AN-A0XN-01	TCGA-E2-A573-01	TCGA-E2-A15P-01	TCGA-A2-A25F-01	TCGA-AO-A12F-01	TCGA-E2-A1IK-01	TCGA-E9-A1NC-01	TCGA-EW-A1P4-01	TCGA-AR-A24N-01	TCGA-BH-A18I-01	TCGA-AR-A24L-01	TCGA-BH-A18G-01	TCGA-AO-A0JG-01	TCGA-BH-A0BD-01	TCGA-E2-A15I-01	TCGA-BH-A5IZ-01	TCGA-D8-A1JS-01	TCGA-AO-A03P-01
FZD5	387	3114	392	46	117	1852	172	259	586	385	249	157	337	70	416	1034	78	431	732	217	88	261	485
FZD6	384	6848	1365	2287	1519	3694	1390	2831	4295	2384	1726	2846	2787	10055	9186	4649	891	4319	4797	883	2522	39	3200
FZD7	1243	32139	2076	2070	725	3143	1398	3679	2087	16394	1792	5047	1504	2321	5120	9696	2591	1943	4192	1589	3426	401	3486
FZD8	243	793	814	356	397	446	1142	1434	1093	238	425	612	470	255	1221	1214	262	550	357	904	91	263	127
FZD9	14	522	5	35	1	9	382	5	190	26	2	245	62	4	11	26	491	8	8	5	332	2	16
FZR1	3210	1575	1931	2945	2573	1587	2095	2245	2139	1240	2010	2294	2773	2230	3157	2364	1376	3376	3078	2521	3247	3594	2930
G0S2	33	156	2495	870	24	171	346	314	3097	1580	56	481	546	166	421	223	72	190	1240	38	292	61	98
G2E3	610	892	789	817	1515	1755	1042	1852	3383	1510	628	871	1144	2499	2045	2909	436	1865	1528	2274	684	577	2136
G3BP1	3968	8105	5267	2731	11020	5021	5035	12956	19449	4676	4359	3308	8581	12869	10387	8315	3124	7088	7623	6987	4802	6058	10034
G3BP2	5290	11681	4424	6201	11554	8406	2796	15729	16922	8179	4724	2961	15237	14995	12386	19703	2686	20936	10933	12254	3934	8538	13489
G6PC2	2	0	1	0	0	0	0	2	0	4	1	0	0	2	0	2	0	2	2	18	0	1	0
G6PC3	6996	2472	2580	2104	6059	2323	3045	7535	2824	2681	4834	1719	2616	5469	4256	7799	1666	2961	5194	2554	2988	8971	8721
G6PC	0	0	0	0	1	0	1	0	0	0	0	1	0	7	0	2	0	0	0	1	0	0	0
G6PD	4804	3702	2841	5742	2342	2202	1659	3385	3846	3381	2431	2725	7122	3113	2786	4178	1262	1914	3390	1741	1910	3535	2776
GAA	20945	11237	4955	11471	7164	6064	7148	19403	9037	9410	6962	10067	18500	6042	4232	8852	9723	7575	11415	9466	5865	14921	7027
GAB1	798	975	1070	1440	1717	1957	439	4061	2553	515	908	633	1257	872	5868	4213	850	6299	2092	3520	567	1193	2846
GAB2	1043	4394	1273	661	4753	1562	656	1386	3586	1565	382	2346	1369	1287	2511	2758	1778	3739	18284	1699	1096	1144	798
GAB3	103	56	244	96	191	199	254	198	1530	132	81	213	237	176	421	228	57	414	200	370	87	46	85
GAB4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0
GABARAPL1	1927	3892	2931	1153	2190	2358	1099	2819	5277	4248	1931	3390	2171	2676	4350	3675	1826	3510	2379	1659	2485	1864	2725
GABARAPL2	3009	3193	3217	3287	2358	3235	2686	4530	6420	3632	6583	4542	2146	4817	4977	6589	2155	9156	3497	2889	1991	3618	4794
GABARAPL3	2	8	1	3	0	1	4	2	3	5	0	1	4	7	4	10	7	4	6	0	6	1	6
GABARAP	13483	18694	17033	16260	22155	12518	15345	23836	21108	21410	18843	14485	11373	15836	22466	13503	19508	14828	18893	11324	8793	37611	27181
GABBR1	591	2211	417	739	1411	937	1428	1612	636	1165	168	875	547	2057	1506	986	123	4028	1046	1981	867	219	1051
GABBR2	1	137	8	1537	1	3	203	3	182	21	0	253	72	0	11	2	0	0	4	1	13	0	2
GABPA	1647	2737	1344	1427	2796	1555	2214	3887	5003	2412	1174	1158	2085	3597	3931	4692	752	3680	2097	3266	1545	1394	1955
GABPB1	1220	1513	1228	950	1689	1142	1166	1350	2331	1853	623	928	1427	1588	2404	1883	820	1939	1577	1772	884	935	14964
GABPB2	349	338	665	239	987	246	321	503	566	336	102	212	201	971	469	463	339	397	702	433	249	336	398
GABRA1	0	3	0	0	0	1	0	1	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0
GABRA2	0	0	4	0	0	0	0	8	36	1	14	0	2	2	17	622	0	1	13	6	0	0	1
GABRA3	0	16	0	8	0	18	23	0	4	0	0	0	1	0	0	0	0	0	2	10	0	0	2
GABRA4	1	0	0	0	0	0	1	0	9	0	1	0	0	0	1	3	0	11	0	0	0	0	0
GABRA5	0	2	6	0	1	0	5	0	148	190	2	16	7	8	16	1	28	1	8	0	0	0	4
GABRA6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GABRB1	0	0	0	0	3	0	0	1	3	0	4	0	0	0	0	0	9	0	1	0	0	0	0
GABRB2	33	27	79	5	7	377	9	47	75	61	7	34	147	136	422	233	103	12	28	35	40	7	33
GABRB3	14	139	30	9	3	15	6	51	642	33	4499	45	210	2389	711	93	9	12	934	32	1	1017	9
GABRD	152	16	138	90	95	205	55	73	38	77	92	137	13	226	180	325	47	426	194	56	22	286	310
GABRE	18	1314	332	435	85	24	1075	83	300	79	5	61	125	9	43	41	425	67	67	47	213	6	87
GABRG1	1	0	2	0	0	0	0	6	20	0	2	1	0	0	1	13	0	6	2	0	0	0	1
GABRG2	0	4	0	0	0	0	1	0	1	3	169	0	0	0	0	1	0	0	0	0	0	0	0
GABRG3	0	5	3	0	0	0	5	0	17	9	6	52	6	0	2	0	1	1	2	0	5	0	0
GABRP	386	436	302	59	489	21	46402	2330	10165	24817	1437	35436	362	44	1207	1199	70610	2806	2647	1222	67247	25	13
GABRQ	0	0	0	4	1	23	7	0	23	0	0	0	51	0	0	2	0	2	3	0	0	0	2
GABRR1	2	6	0	4	2	10	0	4	5	4	0	17	0	1	2	2	5	1	1	2	13	1	6
GABRR2	0	4	5	2	0	7	1	4	15	4	0	1	5	4	5	8	0	7	5	6	3	3	3
GABRR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAD1	0	16	27	4	6	10	8	992	2	9	51	3	9	3835	20	19	3	3	0	28	5	756	22
GAD2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GADD45A	1232	597	544	1635	2220	986	1211	701	2508	878	1205	2545	1003	5371	1245	1599	377	1122	3510	1330	875	741	672
GADD45B	3141	1356	2974	3670	1714	2623	2517	1440	3637	4229	1510	4404	1222	2676	4083	2252	2214	2383	1858	1420	1163	832	2040
GADD45GIP1	1276	2283	1386	2642	1269	667	1935	1588	1584	2871	1253	3220	3059	1052	1676	1026	2587	1217	1771	737	2539	4100	2862
GADD45G	392	168	992	160	275	93	341	1010	368	164	667	265	179	78	338	175	118	1046	162	895	333	575	233
GADL1	0	0	0	1	0	2	0	0	17	0	713	0	0	0	2	2	0	0	0	0	0	0	0
GAGE10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	25	0	0	0	0	0	0	34
GAGE12F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE12J	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
GAGE2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	7
GAGE8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3
GAK	4761	5464	2837	4052	6673	1638	2400	9254	5001	3162	3498	2488	5498	6664	6323	4820	1782	9088	4547	4711	9729	5717	6686
GAL3ST1	6	180	11	6	17	19	76	9	2	48	6	48	13	5	3	1	6	10	3	6	37	5	98
GAL3ST2	0	60	23	6	905	11	14	136	1	1	187	5	7	553	7	0	0	2	8	5	0	8	6
GAL3ST3	1	1	0	0	0	0	0	3	0	2	0	1	0	0	1	0	0	0	19	2	1	0	0
GAL3ST4	807	2493	1126	503	486	1527	453	904	1756	1119	474	1750	571	832	1625	1369	473	792	1684	794	2604	240	590
GALC	1452	2862	1374	1117	7365	2341	942	2658	3524	1450	1743	1877	1422	4429	2432	3817	743	6173	2153	4385	658	1024	3157
GALE	613	2689	2668	1711	2862	284	2853	3523	856	888	1628	1021	3031	3188	1103	1280	4629	327	2241	1136	1783	7856	1312
GALK1	814	2424	320	473	557	356	1179	757	808	1013	610	1243	480	566	913	809	3072	951	1191	306	1303	1778	512
GALK2	1203	1071	616	1076	1257	553	532	1315	1201	1055	576	832	1461	1670	1146	1166	786	1089	995	692	434	1736	18374
GALM	1573	242	948	748	1036	652	669	2122	3883	521	359	1028	515	1591	1087	620	172	689	1548	887	478	162	1076
GALNS	1983	8946	1235	2485	560	1348	1519	967	2267	4062	1341	1029	3424	987	1421	1517	553	1623	1145	757	1814	876	623
GALNT10	11580	4586	10320	2508	7324	5228	674	11423	5663	1943	1074	882	3261	11153	10977	5828	597	7094	9535	6062	436	9118	3550
GALNT11	2095	4084	2286	1682	3279	1717	2100	3531	2882	5443	2071	1515	2336	2740	3675	3286	1392	3949	2966	3477	2944	2874	2962
GALNT12	43	712	279	35	190	146	1047	80	685	349	24	234	387	156	299	157	13	127	129	96	88	12	60
GALNT13	20	4621	127	45	3	103	84	14	94	4225	3	549	373	57	74	173	400	13	23	39	40	2	18
GALNT14	142	478	36	2329	55	36	183	113	168	4240	1878	144	1642	1065	353	135	339	1015	2958	36	24	56	378
GALNT1	6011	18355	7891	5831	7837	11883	5507	11738	15602	8719	3116	4811	10604	16184	16975	18129	4860	11388	5772	11080	13947	3119	27436
GALNT2	2495	13179	6764	5725	7365	4340	6164	7923	10086	8896	2664	6016	21478	7350	7236	7765	4429	6217	20792	4539	23485	12412	4155
GALNT3	86	7452	3392	1940	1256	2977	2988	7790	4506	4873	1340	3579	4848	1351	479	2686	2416	4831	210	9019	4433	125	1312
GALNT4	2514	622	1428	510	2002	766	463	2875	1545	783	513	450	2305	954	2152	2896	503	2628	1350	1378	701	1274	1487
GALNT5	236	814	1069	353	121	967	16	444	325	258	4958	58	262	678	909	843	154	277	224	339	128	1545	151
GALNT6	22974	1179	607	4179	1112	4634	890	40162	1903	1920	4568	517	2154	856	35096	23518	3588	31236	41884	14873	2407	20333	4194
GALNT7	10143	2483	4591	4413	10872	3191	1343	11622	3731	964	12895	836	965	7415	10107	25115	1740	15715	4736	13428	2586	13115	5673
GALNT8	1	2	3	0	2	3	2	4	5	1	0	1	2	0	5	1	0	1	0	4	1	1	1
GALNT9	4	2	3	0	0	2	2	9	1	3	0	1	0	2	2	1	0	1	0	1	2	2	0
GALNTL1	597	1021	585	266	1826	63	630	556	537	269	225	97	94	218	6480	1535	748	968	2588	522	69	100	291
GALNTL2	121	446	2487	406	140	502	43	743	1529	897	99	146	384	954	1067	463	40	525	481	228	134	144	122
GALNTL4	1077	3772	695	210	467	552	965	583	885	1008	811	1419	448	340	2057	645	145	1054	1510	542	711	630	417
GALNTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNTL6	34	0	18	2	43	1	0	7	1	2	20	0	2	3	17	29	5	3	9	6	69	19	0
GALP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALR1	0	0	2	0	2	0	0	0	2	1	0	0	0	0	0	3	0	0	1	0	0	4	0
GALR2	3	0	0	3	0	1	2	3	6	1	0	6	1	2	0	2	0	0	1	0	10	0	0
GALR3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	2	0	2
GALT	208	791	527	451	219	325	644	246	739	387	432	775	439	294	663	540	572	454	544	465	561	890	535
GAL	11	131	12	10	13	193	172	6	726	1703	4	258	106	3	119	47	101	9	39	0	117	3	10
GAMT	2490	85	1397	999	2596	602	199	1401	272	125	2178	310	26	4412	1488	1038	909	1388	2383	853	147	7876	1947
GANAB	32561	59208	35541	20334	30792	24400	15226	45649	33120	42889	22182	19273	29747	31847	36501	36885	14167	22260	24424	30048	36930	34622	22271
GANC	1123	489	977	947	816	386	394	1695	1377	1334	507	484	1827	1192	1690	1307	668	1153	1017	941	353	934	582
GAN	111	250	92	98	126	135	85	194	197	167	78	148	192	175	204	384	38	190	212	132	103	46	174
GAP43	6	12	45	3	6	2	2	11	28	12	3	23	9	33	38	21	9	4	25	12	5	5	6
GAPDHS	0	13	1	0	1	3	0	6	2	8	0	6	4	3	3	3	2	1	2	3	2	0	0
GAPDH	168779	315645	205354	168696	100839	146654	168991	47238	191421	525196	88494	328257	479019	94252	110464	87492	433256	85813	165107	34683	283328	148086	132457
GAPT	296	23	222	38	208	182	100	310	920	67	194	115	93	184	356	411	121	185	365	479	46	105	104
GAPVD1	3326	2121	2417	1403	3444	2371	1942	7938	6033	2706	2976	985	2622	4822	6363	8926	725	4604	4064	4788	1579	3385	5055
GAR1	594	914	653	1261	1254	622	731	1720	1411	2776	574	1115	1096	883	1443	1144	806	936	1112	948	803	1333	2514
GARNL3	560	479	417	146	731	165	84	813	185	217	92	251	24	331	396	851	57	164	361	447	24	1068	273
GARS	4935	22549	6321	10303	4923	9795	6766	6664	11065	7014	3513	10262	11476	6281	7749	7818	4909	7440	5172	4334	7666	5540	7819
GART	5607	8218	2991	2758	6438	2274	5766	7332	9733	4984	2313	3640	10431	6696	5968	5728	2200	4767	5739	3554	5807	5924	4037
GAS1	1055	892	2670	1906	495	4430	760	1389	3759	3893	252	1610	2125	2283	3421	2547	2435	1356	1226	1059	3671	45	446
GAS2L1	2607	774	1706	1932	1155	1351	1599	2051	1329	1619	1752	2458	3843	2473	1543	1012	773	1191	2097	929	1865	4777	1404
GAS2L2	4	2	33	2	103	0	5	153	10	2	24	1	3	14	28	3	6	18	4	153	51	1	1
GAS2L3	197	322	58	68	47	181	89	157	633	131	25	41	351	331	297	291	46	95	474	67	84	9	138
GAS2	11	219	9	18	20	21	36	37	22	3	26	7	140	31	8	66	10	61	27	14	18	17	43
GAS5	2124	1425	4184	2880	9349	2540	2488	3217	3732	11919	3907	4233	1864	4302	3675	1999	8060	4007	5087	5378	2512	4447	13096
GAS6	1763	6222	4518	1555	2036	8000	2645	5128	4399	3312	3560	7622	2973	5314	7772	4724	1437	10994	5671	3471	2090	1917	4529
GAS7	1454	885	3221	796	1998	3112	554	4619	8542	1447	428	1226	1289	3265	6676	4804	1069	3834	3542	3952	746	180	895
GAS8	1124	764	664	1624	1405	375	771	2041	608	1333	1110	587	2124	1515	1216	1336	1031	1817	1917	1087	596	1377	2043
GAST	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	0	0	0
GATA1	0	0	7	2	2	0	1	10	5	1	0	5	2	0	19	2	0	4	6	9	0	0	4
GATA2	158	394	422	672	357	106	328	1313	280	129	62	104	199	628	470	271	129	1678	390	1402	109	161	219
GATA3	31740	804	23449	2712	69653	9965	471	40378	1417	5322	33284	660	1511	65189	48418	44498	7904	152437	45576	61238	1601	48866	82766
GATA4	2	0	0	0	0	32	3	0	2	0	0	3	0	0	2	2	0	0	58	0	0	1	9
GATA5	1	2	0	0	236	56	1	0	44	0	0	0	0	0	1	0	4	0	1	2	0	0	2319
GATA6	259	391	482	217	1133	284	323	883	928	1682	72	231	427	461	432	113	213	451	200	150	836	143	47
GATAD1	2510	2280	1412	1147	4482	1498	1792	5687	2744	1532	1409	1800	1670	5108	4538	4464	1242	3125	1651	4708	2057	2517	4162
GATAD2A	3620	7998	4314	4773	5228	2441	3543	6664	5999	6000	2199	4050	7250	3660	5581	5614	2215	4714	5876	3498	7624	5080	5846
GATAD2B	3082	4179	3701	2974	8195	2520	2895	4419	7429	6346	1504	2001	2303	6134	4008	4588	2616	9155	9869	4046	2623	3351	5150
GATC	115	125	63	33	85	36	37	151	107	60	38	55	93	111	138	158	19	129	98	83	81	90	101
GATM	2505	350	1768	2211	264	1313	222	4178	1860	1614	366	1065	115	3768	2519	1862	125	3067	2093	1060	340	2180	9275
GATSL1	25	87	33	4	4	35	9	52	64	31	24	6	41	80	112	46	2	91	45	39	30	4	29
GATSL2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	8	124	2	2	1	7	0	0	0
GATSL3	661	957	362	975	650	333	365	882	393	383	433	528	503	757	438	520	279	430	506	334	211	1516	516
GATS	595	944	229	86	173	228	160	420	390	206	251	196	321	448	576	785	183	937	368	308	957	101	798
GBA2	1315	1459	2013	1074	1947	1090	1784	4442	1953	2173	2097	2489	1906	2949	4227	3006	831	4105	2062	2959	2295	7252	2479
GBA3	0	50	8	0	3	0	0	44	0	0	0	7	1	1	33	7	0	0	14	25	3	0	1
GBAP1	2104	2789	938	2849	2622	853	2226	2057	1700	3417	1262	1187	953	2520	1564	1263	1915	1078	2959	703	1895	2509	963
GBAS	3768	10345	2410	5092	7136	2327	6382	9480	4198	6356	5271	3963	6097	8388	6201	4834	1828	4232	4274	7973	5624	5734	7370
GBA	9520	8228	2911	6148	10952	3737	4879	8317	6519	5999	4212	2762	2773	11063	5570	5186	4752	4423	12474	2361	5474	8238	2840
GBE1	1317	1134	1601	1270	926	4228	1088	841	3181	1757	1214	1148	3011	1838	2099	3062	866	1392	1813	941	1362	915	1506
GBF1	6100	6566	7355	3922	9187	4700	3253	7767	9097	3368	5231	4006	3688	10224	9061	6988	2958	11094	8324	8038	6071	8997	3291
GBGT1	271	337	334	376	192	235	399	229	920	185	449	473	204	118	314	233	737	253	364	131	312	92	165
GBP1	1286	2602	8595	2078	3361	3804	21000	1518	33534	1744	1352	11456	18038	6303	10848	2630	1516	4303	10609	3021	760	497	2057
GBP2	13765	2272	10229	17297	4004	5246	5330	5257	19338	3001	2036	12657	18488	7176	8355	7645	9603	8431	29925	3374	1586	3663	2174
GBP3	2818	1230	6671	1137	4244	1949	3041	5683	5516	429	1422	316	2626	9507	10307	6063	314	534	5145	2568	666	3220	2133
GBP4	490	1020	6748	668	1848	6341	3276	2679	22149	630	1266	2060	8780	2519	6164	2458	201	7819	8635	3145	222	384	1745
GBP5	60	606	1096	1554	554	765	4804	494	17135	104	402	2783	3688	537	3205	262	274	2007	2477	1034	174	72	691
GBP6	11	5	22	53	4	23	31	25	45	0	6	58	626	34	130	35	5	57	41	45	10	4	12
GBP7	5	1	1	0	2	10	1	2	16	0	2	0	7	95	12	21	0	11	20	9	0	0	0
GBX1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	1	2	1	0	0
GBX2	0	12	7	7	2	17	1	1	12	3	2	0	4	4	17	5	8	0	3	2	5	1	1
GCAT	809	909	651	477	813	563	290	604	277	2420	965	1243	901	240	645	373	784	666	608	159	591	3961	482
GCA	707	2212	1196	854	930	1521	1638	1464	2685	1739	804	759	706	719	1992	1007	559	1453	1538	1399	351	236	748
GCC1	2255	2326	2168	1305	3140	1064	1410	3828	3733	1454	1511	1818	1994	2622	2776	4099	753	4034	2614	3662	3867	3585	3163
GCC2	1992	4584	2274	975	2963	1634	1122	8344	5551	1635	2601	1083	1959	6090	4593	8663	607	6830	2268	6196	739	2311	2613
GCDH	1257	1130	776	1390	1279	522	832	2601	1097	1171	967	1150	1452	599	1314	1009	650	1156	1016	877	834	3678	2147
GCET2	42	6	115	22	75	9	106	150	599	11	64	58	100	32	251	153	7	503	93	313	77	7	42
GCFC1	956	4397	778	926	1838	906	3030	2642	3034	4073	658	1296	1695	2020	2635	2711	710	2241	1404	2553	1435	1115	1576
GCGR	0	0	0	0	7	0	1	0	0	0	0	1	1	9	0	2	0	1	5	1	2	0	0
GCG	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCH1	563	426	439	1090	393	1454	992	350	3267	595	473	1112	937	1019	1449	1541	793	795	2023	528	1386	873	770
GCHFR	875	848	521	613	188	324	387	1306	881	195	438	517	844	371	774	274	528	189	866	721	386	1878	226
GCKR	2	2	0	2	0	2	4	4	1	4	1	6	2	0	3	2	0	1	3	1	2	2	0
GCK	1	4	6	1	1	6	11	13	4	3	1	26	3	3	9	9	5	7	4	6	3	1	2
GCLC	1946	1116	836	2020	1883	1274	935	4053	3772	1884	1766	628	2105	1508	1978	7425	804	4649	1844	3513	1930	2675	3097
GCLM	2334	536	551	284	706	2044	686	1602	2656	705	441	1434	1107	2191	1299	3356	445	1126	973	792	495	755	663
GCM1	11	6	22	3	29	2	2	91	6	1	48	1	4	6	8	15	0	6	15	81	3	115	14
GCM2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0
GCN1L1	7801	9890	4105	3594	10350	4287	4443	12414	11829	5852	3251	5711	9968	10267	11059	11602	3165	8773	9948	7966	7408	7297	9156
GCNT1	1722	4753	4040	2907	4389	625	520	4552	2078	480	1092	2367	2877	439	2318	3101	1494	1734	509	5054	1738	709	284
GCNT2	866	1225	551	703	116	646	3384	1231	2321	906	473	1805	741	352	892	1149	970	792	1645	1395	1663	1650	1903
GCNT3	26	0	27	690	83	1	70	4	23	2	4	4	9	5	3	26	2260	5	15	24	31	0	2
GCNT4	94	28	113	16	21	68	9	106	431	55	28	9	37	39	289	1425	9	600	182	145	6	33	84
GCNT7	1	2	2	2	0	0	1	5	4	2	0	0	1	1	5	1	0	1	2	10	0	0	2
GCOM1	54	293	983	21	27	88	200	525	1814	856	193	397	780	38	710	484	623	2279	491	254	502	841	910
GCSH	96	37	18	67	43	11	61	41	60	95	90	39	78	87	54	88	7	31	64	3	96	115	93
GC	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0
GDAP1L1	64	8	3	0	3	2	0	1	6	1	110	0	0	4	3	25	3	4	9	1	0	5	5
GDAP1	4120	145	418	258	2587	840	264	1580	780	1499	3065	393	347	900	888	8941	57	947	2008	1014	272	703	2737
GDAP2	1144	2466	1023	949	1104	788	1004	2325	2107	1065	728	677	1016	1574	2388	3367	638	1858	2753	1764	496	872	1213
GDA	5	2	2	2	0	1	1	2	1	1	3	16	3	0	2	2	0	0	1	1	14	1	0
GDE1	2814	14129	10029	4112	12258	3629	2189	8787	6171	3803	5813	3963	5381	9293	13604	11350	3814	6550	5649	12211	7756	10138	4523
GDEP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
GDF10	19	11	180	2	46	2	25	94	191	30	17	16	15	15	42	13	0	148	16	44	1	4	1
GDF11	184	2378	342	412	137	245	188	310	542	405	223	172	516	213	561	1199	282	507	347	210	432	215	264
GDF15	3380	45	195	666	481	484	134	260	42	101	361	96	46	5796	169	1836	146	243	1329	221	33	728	3795
GDF1	0	584	1	8	0	21	12	12	28	40	2	3	11	0	6	5	4	7	9	2	6	0	19
GDF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF3	19	3	13	7	2	3	2	41	19	1	4	2	5	1	9	12	0	9	7	12	2	6	3
GDF5	2	384	50	24	20	5	168	11	55	35	16	182	49	4	28	13	41	20	11	17	40	177	12
GDF6	15	12	68	1126	54	58	13	29	38	13	11	20	39	32	230	37	3	15	31	5	9	5	15
GDF7	0	3	1	0	0	0	0	1	3	0	0	1	1	0	0	0	0	1	0	1	0	0	0
GDF9	30	25	1237	15	30	9	16	206	16	30	22	20	34	89	145	74	42	30	41	75	24	92	61
GDI1	6858	7397	6369	6379	5907	6228	3939	9825	6199	13427	8859	8560	10502	8308	10297	27620	4687	15222	8759	6347	7328	8817	10590
GDI2	13284	24915	19638	14418	21942	17301	32068	26240	34349	18478	13535	13542	17878	27413	19539	25927	11734	18959	20153	13753	17531	26678	24983
GDNF	0	0	1	2	0	34	2	0	0	2	0	0	0	1	8	0	0	1	1	1	0	0	0
GDPD1	100	140	11	68	144	82	31	137	80	214	218	42	39	36	250	1737	384	1103	99	660	102	178	265
GDPD2	30	8	0	3	2	2	3	0	1	2	1	1	1	2	0	185	0	3	1167	2	3	1	4
GDPD3	11	34	192	52	256	35	135	70	59	79	24	272	58	90	300	276	8	57	30	79	475	19	77
GDPD4	0	4	7	1	0	0	0	0	9	3	1	0	0	2	3	6	0	11	7	3	0	0	0
GDPD5	649	7072	1850	559	284	488	1090	598	1460	391	207	3354	295	148	1266	613	993	984	11414	353	1422	288	254
GEFT	570	2167	868	880	430	559	487	967	897	1025	338	1491	533	909	1286	1343	435	799	1166	760	772	460	556
GEMIN4	1970	2351	1022	950	2366	1043	1264	3179	2644	1979	1047	1156	2283	1850	2122	1531	1126	2311	2577	1044	1836	1957	2887
GEMIN5	2447	2019	1392	572	2757	1502	898	3312	3825	1454	1081	699	2464	3072	3579	2970	853	3111	2447	2010	1189	1563	2966
GEMIN6	678	482	498	747	654	263	478	925	630	1405	455	676	685	816	765	1160	474	625	652	506	595	887	900
GEMIN7	646	899	884	1006	835	542	708	1074	1010	1080	493	988	1012	648	765	608	614	880	491	768	579	1463	799
GEMIN8P4	190	67	112	88	81	37	109	78	41	170	187	99	61	89	118	190	67	44	73	52	46	207	60
GEMIN8	570	682	1216	1032	2794	679	658	1556	947	745	1109	1203	427	1463	1902	1238	810	1041	1119	1265	1173	2462	1289
GEM	1895	566	1332	795	1122	1181	693	2059	3292	894	620	682	254	1721	3927	1579	324	3538	2468	4136	153	165	282
GEN1	982	1174	781	1233	991	348	1316	1257	1619	2315	278	299	974	1810	1044	2100	656	759	1107	994	1064	287	969
GET4	1119	11082	1781	2207	1367	922	3828	2113	1457	1570	1065	3661	2524	1653	2189	2180	1101	2110	1188	2781	4974	2719	1969
GFAP	1	13	17	3	0	0	8	81	3	14	20	376	6	6	30	37	0	43	12	43	2	1	3
GFER	570	2334	1346	1388	2528	494	1337	1485	705	1685	726	1025	1207	2192	3994	1501	660	937	1080	1967	1550	2243	1788
GFI1B	0	0	6	0	0	0	3	8	0	0	2	0	4	3	20	4	16	0	5	1	0	0	3
GFI1	17	31	69	30	111	21	107	34	819	21	53	125	166	79	153	36	94	133	81	189	12	9	21
GFM1	6010	4088	3121	1551	21300	2484	2874	7245	6017	3687	1897	2104	7774	5998	7880	7705	1064	5628	4404	5335	2076	5394	5776
GFM2	2973	1196	2768	680	1359	907	612	3083	1734	1362	1130	701	1388	2373	2213	4076	912	2616	1174	2873	802	1976	3272
GFOD1	65	160	89	119	76	72	172	208	217	124	49	226	290	30	136	58	17	165	189	111	350	55	37
GFOD2	1300	2460	1234	3211	1101	1239	1528	2977	1629	3733	1232	1240	1120	1259	1955	1911	1570	2188	1709	1545	1380	1169	1550
GFPT1	7726	25598	7042	7162	11074	8142	8173	21697	16265	9041	11408	7500	7859	18403	11006	22904	4032	27424	9373	8523	5915	13813	8324
GFPT2	482	1135	2484	1317	649	1771	881	1079	4766	2907	111	1620	3189	1385	3218	1918	451	605	1119	533	1952	57	471
