	TCGA-E2-A15F-01	TCGA-AO-A1KR-01	TCGA-D8-A1JM-01	TCGA-A7-A4SE-01	TCGA-E2-A15S-01	TCGA-A2-A0ER-01	TCGA-E2-A105-01	TCGA-A7-A5ZW-01	TCGA-BH-A0EA-01	TCGA-AN-A0AS-01	TCGA-E2-A14O-01	TCGA-E2-A574-01	TCGA-C8-A274-01	TCGA-AN-A0AJ-01	TCGA-E2-A1AZ-01
CCDC45	983	1446	1009	596	3921	1045	5171	1027	747	328	1598	1781	2002	2191	986
CCDC46	606	167	140	155	371	130	112	277	374	100	68	57	108	138	255
CCDC47	7813	3244	6469	2925	11693	12689	13241	8041	5122	6246	10752	3997	7823	15662	5640
CCDC48	219	35	16	30	234	80	574	332	1275	12	2318	196	1084	961	4
CCDC50	2793	2219	5879	2730	5638	2969	3659	3762	3297	3129	1168	528	3190	4931	1748
CCDC51	1011	301	1283	597	1378	931	1112	868	654	892	2085	1015	746	1239	296
CCDC52	1340	858	2128	882	2614	1716	1760	869	979	903	1805	379	3070	2273	887
CCDC53	978	776	958	358	1516	1840	1747	920	814	473	3177	437	1044	1016	458
CCDC54	3	1	1	1	1	1	0	0	2	2	1	0	1	1	0
CCDC55	2209	1164	1891	838	3718	2946	3711	1948	1640	1029	2164	980	2881	3387	1084
CCDC56	2308	1971	1800	897	4096	2774	5021	2378	2751	955	10154	3379	4037	4545	751
CCDC57	1282	2186	381	863	1908	1425	3326	1096	1042	422	1492	732	1729	1590	571
CCDC58	331	1574	1621	365	654	413	739	418	203	558	1221	1177	720	1320	426
CCDC59	758	1210	2828	631	2592	1041	1497	881	541	571	1758	808	1203	2628	792
CCDC60	5	0	1	0	8	0	2	0	0	0	0	0	0	5	0
CCDC61	264	290	229	169	469	297	445	428	263	261	720	633	422	552	94
CCDC62	6	1	7	7	21	13	25	7	11	0	2	2	3	5	1
CCDC63	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
CCDC64B	1049	1242	3077	1588	1011	979	2021	956	1554	503	3889	1054	1589	1224	184
CCDC64	1481	382	1800	480	3215	1556	2194	361	407	423	1144	436	3170	405	177
CCDC65	21	9	19	14	1	45	14	85	78	6	148	1	302	11	23
CCDC66	1269	373	622	452	2387	1108	1289	619	642	277	1160	296	983	1212	286
CCDC67	2	11	109	17	0	0	3	15	9	7	8	55	5	2	44
CCDC68	251	5	31	23	21	179	4	33	100	279	21	94	79	4	43
CCDC69	1015	289	246	393	5663	2646	748	722	2297	262	279	95	301	1173	566
CCDC6	6946	5155	7371	3068	7437	10234	7515	6780	4976	14505	8555	2535	16953	8513	6198
CCDC70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC71	997	600	671	561	2282	1232	1656	1719	1207	1445	2424	1032	975	1547	258
CCDC72	1933	4386	2052	976	3707	4386	4943	2328	1417	3548	7928	3042	2635	4888	936
CCDC73	103	92	154	163	142	158	157	66	55	86	94	109	37	157	76
CCDC74A	2605	383	140	402	21298	1739	4140	1424	702	141	1165	233	413	1053	136
CCDC74B	671	51	201	230	4840	171	998	1005	237	46	456	73	244	324	112
CCDC75	193	25	325	57	308	415	201	107	127	66	31	31	513	245	208
CCDC76	585	202	963	371	475	552	910	651	371	444	350	392	651	531	581
CCDC77	227	2933	5655	473	1363	580	962	497	267	182	503	918	375	739	2130
CCDC78	117	193	130	61	469	36	708	164	229	52	1496	158	239	681	19
CCDC79	1	0	0	1	3	0	2	0	0	1	0	0	1	0	0
CCDC7	284	33	76	28	95	185	125	117	79	90	97	44	173	95	84
CCDC80	3951	529	380	9982	2002	8302	2098	17078	11273	5697	2241	4594	3085	8011	5458
CCDC81	12	5	13	5	25	7	11	26	17	19	31	22	13	20	16
CCDC82	321	283	4642	1358	304	335	219	783	335	536	151	937	252	504	774
CCDC83	3	0	0	0	2	6	17	0	0	5	1	0	7	1	0
CCDC84	242	381	169	146	389	129	293	207	170	209	329	320	274	288	173
CCDC85A	378	19	26	29	89	467	157	112	278	98	386	242	19	97	75
CCDC85B	177	3352	244	364	645	52	749	429	673	866	211	2138	245	576	149
CCDC85C	931	1839	3446	825	2245	2365	2288	1795	1352	5523	396	1348	4633	1550	893
CCDC86	1309	1689	2210	1905	1705	589	1435	902	1262	963	1369	3717	953	3843	1301
CCDC87	87	10	34	41	398	197	351	56	90	34	418	21	269	23	27
CCDC88A	629	367	1688	663	889	1131	1693	1040	875	1201	1690	1149	616	1650	2576
CCDC88B	298	496	148	331	175	129	200	369	359	395	508	206	196	589	309
CCDC88C	3072	809	1188	989	8989	9858	7702	1340	2353	7493	4789	1056	8504	5633	1150
CCDC89	25	37	32	37	31	12	93	66	25	36	7	27	36	94	123
CCDC8	269	115	13	490	285	230	335	1706	1319	807	257	2856	158	307	1113
CCDC90A	487	947	1283	702	2590	1642	1146	610	474	772	1273	1253	1044	1631	662
CCDC90B	1270	685	1479	656	2949	1028	1492	1655	1326	866	997	2045	1888	1655	1100
CCDC91	1350	474	5323	722	2846	3391	2106	1074	756	699	1317	1076	2120	2869	913
CCDC92	1725	1209	737	1824	2499	2452	3304	2334	2141	1715	2367	2382	2811	1579	579
CCDC93	1489	547	2777	2137	7845	2975	3488	1563	1775	2306	442	919	3571	1229	1438
CCDC94	540	620	412	421	498	396	867	1074	659	393	1436	840	854	1612	129
CCDC96	353	111	67	94	553	450	467	412	354	94	478	85	550	852	51
CCDC97	3802	1465	4309	2390	4358	2831	4684	1857	2206	1744	2342	1007	5408	3344	649
CCDC99	644	438	2168	953	2450	934	1425	563	314	408	594	636	944	2286	983
CCDC9	1255	942	425	824	1533	1205	857	1132	925	1147	1288	1579	1321	1706	317
CCHCR1	392	1138	2604	2007	2821	944	1703	709	486	590	1706	1496	614	2718	498
CCIN	13	15	42	10	5	16	12	54	31	28	10	6	18	12	29
CCKAR	8	0	0	0	0	1	1	3	0	0	0	0	0	0	0
CCKBR	1	0	27	841	4	0	1	0	4	0	0	2	2	0	57
CCK	0	6	1	12	0	1	3	0	0	0	0	2	1	0	1
CCL11	166	186	2	42	4	49	38	90	13	66	63	0	26	116	93
CCL13	5	84	39	59	11	15	7	9	30	4	10	22	3	825	71
CCL14-CCL15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CCL14	456	192	3	209	445	656	300	705	3889	60	117	1	36	38	74
CCL15	10	0	2	2	0	19	0	0	0	0	2	0	0	17	0
CCL16	1	0	0	0	1	3	0	3	14	0	0	0	0	0	3
CCL17	63	8	25	7	7	34	4	52	73	9	10	81	12	63	17
CCL18	21	342	659	164	143	34	40	109	123	107	74	251	12	11873	199
CCL19	834	181	1556	417	66	894	135	103	562	3	303	0	21	830	684
CCL1	9	18	0	0	0	1	0	0	0	0	0	0	0	1	1
CCL20	34	119	419	9	2	6	2	15	4	43	13	27	58	44	11
CCL21	267	76	15	202	51	343	55	1287	283	100	61	17	1	7	342
CCL22	927	54	56	205	18	431	121	421	323	109	135	20	127	576	248
CCL23	4	5	2	1	3	6	1	29	16	9	3	2	1	16	3
CCL24	0	0	3	0	1	0	0	0	6	0	0	0	0	4	0
CCL25	2	3	2	21	44	0	10	38	2	0	0	0	0	4	6
CCL26	31	5	31	4	3	4	4	8	3	55	6	0	3	30	2
CCL27	0	1	2	4	0	2	0	2	0	0	0	6	1	1	1
CCL28	87	221	6	89	120	478	36	221	32	17	309	705	1294	93	50
CCL2	2614	473	804	996	506	1327	341	899	930	407	1414	418	444	1321	856
CCL3L1	34	3	22	30	1	85	53	37	151	58	48	8	40	114	24
CCL3L3	2	0	4	0	0	14	21	4	15	9	0	0	10	0	2
CCL3	102	133	175	88	87	280	445	136	349	327	460	66	87	732	112
CCL4L2	116	19	143	73	5	85	164	127	296	169	100	11	144	313	104
CCL4	135	223	320	86	32	162	148	99	273	206	162	21	112	757	171
CCL5	473	2532	2229	574	429	702	459	1420	1053	445	1703	149	441	4642	1663
CCL7	27	13	12	16	24	2	28	3	1	46	112	11	0	46	16
CCL8	158	64	294	92	19	43	50	26	67	69	181	27	89	615	266
CCM2	1955	1575	1289	1370	1113	1776	2371	2230	1917	2507	2534	2369	1333	1888	794
CCNA1	50	44	99	108	11	13	21	15	3	26	13	20	19	10	69
CCNA2	1070	1218	2947	1591	2079	1319	1445	370	87	776	828	1230	1504	3994	2382
CCNB1IP1	392	1519	1009	882	1644	1288	2431	1697	1074	955	623	4368	1799	1861	901
CCNB1	2972	3509	8047	3029	5592	4315	3467	789	382	1651	4429	4085	3405	16881	3474
CCNB2	897	1448	8482	1322	3109	2316	1941	236	67	988	1037	2451	974	3853	939
CCNB3	263	7	45	9	157	39	18	38	109	5	104	45	81	80	17
CCNC	1812	1254	6839	2786	3390	6279	4726	3886	1629	3519	2691	5451	5264	6611	2215
CCND1	68854	4357	1319	14626	92217	409485	137511	11094	11416	19724	94680	6477	17900	40370	1437
CCND2	917	59142	84966	577	815	772	1278	2529	1945	1399	587	51	799	1474	1400
CCND3	2000	1969	1845	4682	6727	4058	4143	2561	2507	2244	2628	1613	2713	4833	1588
CCNDBP1	1709	357	1199	826	3002	3683	2031	2349	2231	1547	982	1106	2047	1845	561
CCNE1	432	1197	3198	887	346	177	183	55	21	53	132	845	310	457	1886
CCNE2	541	127	1154	361	3858	693	914	226	68	410	737	92	617	5988	307
CCNF	2405	1150	1970	1674	2085	1278	2269	532	591	1295	1564	984	1470	3747	1122
CCNG1	3129	1239	6294	2127	5707	8006	6127	3389	3786	2538	3920	3674	7937	8212	3324
CCNG2	4550	1749	3786	1573	13815	16380	5307	11016	5296	3750	4139	1060	15780	10458	1973
CCNH	1237	530	1064	475	1888	2567	2325	1237	788	1237	1823	1300	1662	2159	438
CCNI2	55	2	100	49	42	11	18	57	14	121	25	33	208	18	27
CCNI	12381	997	15915	5435	24608	30278	15780	10924	18340	12707	6005	2501	30985	16308	8750
CCNJL	78	241	1363	263	80	634	148	408	301	200	713	215	987	25	370
CCNJ	654	426	1203	462	1144	641	1319	373	398	212	342	332	1731	1250	1725
CCNK	1791	1187	2527	1432	2124	2664	4056	1422	1707	5103	3446	1247	4042	3930	1641
CCNL1	2650	3913	2614	2409	6303	1736	3648	2296	1986	2059	2406	1850	2939	3181	1633
CCNL2	4430	3850	1448	2724	13801	2306	12261	3168	2712	2356	3274	4347	3888	2657	3293
CCNO	713	98	196	93	7	12	527	290	405	191	904	445	1309	7740	19
CCNT1	654	20	614	237	1039	1265	321	124	434	321	47	10	696	486	296
CCNT2	2531	961	2087	1374	3427	2989	3504	1676	1427	1500	604	746	4407	1654	1551
CCNYL1	951	521	1500	1063	749	1889	1015	1095	634	1180	700	1216	1593	809	778
CCNY	3469	3742	11464	2115	4207	4865	5002	5726	3627	5644	2211	5501	6737	5480	3865
CCPG1	5331	666	5693	1678	5374	14695	4680	5654	4474	3649	3091	1524	7136	4954	2035
CCR10	4	4	5	26	37	2	56	35	65	26	8	49	5	19	4
CCR1	497	519	242	482	316	591	518	399	281	1390	595	299	541	1381	595
CCR2	145	21	105	105	57	141	39	321	127	20	34	4	47	414	388
CCR3	1	9	5	63	5	8	0	7	2	5	2	149	1	14	7
CCR4	58	0	57	50	7	98	55	92	26	13	8	0	42	232	207
CCR5	320	165	435	178	148	474	283	488	221	485	202	24	248	1401	758
CCR6	217	24	79	71	41	155	120	396	623	55	18	54	166	248	128
CCR7	307	100	224	184	136	142	86	138	127	32	66	0	88	418	325
CCR8	13	0	13	12	10	3	5	32	9	9	1	0	25	138	85
CCR9	3	1	2	2	1	2	0	0	8	0	1	0	2	2	1
CCRL1	186	50	38	210	32	134	86	333	90	2038	88	15	95	155	68
CCRL2	96	32	64	75	79	167	138	71	136	225	175	20	110	362	90
CCRN4L	4946	94	1396	450	1521	778	391	214	289	161	111	199	387	652	306
CCS	612	1490	688	831	1413	2007	1479	979	758	1526	9741	2453	1415	1284	480
CCT2	9428	4619	16137	4006	18282	11469	13388	7586	4029	20652	12489	17926	9792	21974	5327
CCT3	17291	34172	49029	20070	26528	19438	28851	18844	17502	15253	31550	34469	41802	40540	16018
CCT4	9763	7816	28881	6822	12128	12924	15403	10186	7161	8311	5828	26377	19858	18521	6587
CCT5	11136	17492	34119	4964	26269	13649	22963	7719	5240	10925	16019	34421	15098	30284	10326
CCT6A	11372	6253	28873	11619	12602	13360	18431	9507	6310	7881	9706	12660	14075	15390	5658
CCT6B	213	54	44	27	144	384	595	265	109	81	233	85	317	379	16
CCT6P1	241	183	175	134	372	137	412	167	165	54	127	117	224	163	177
CCT7	12106	17072	25086	7208	17677	19353	23168	10717	8557	9113	11392	25861	20731	37911	7182
CCT8L2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
CCT8	11375	9067	12195	6691	19572	13752	14204	8272	5526	9544	14763	8441	14251	20840	8200
CD101	81	18	217	48	63	65	41	57	46	30	47	27	116	70	44
CD109	1660	125	4031	1770	1217	2099	626	3461	2616	3309	1655	2046	903	1047	1172
CD14	2192	707	3002	1922	1218	2254	1097	2940	2330	4588	879	507	1509	3582	857
CD151	13519	11512	20282	9745	11824	39481	14602	17054	12324	14906	39209	26585	28376	10702	2573
CD160	36	32	17	18	52	22	28	21	27	41	12	20	28	40	37
CD163L1	10	1767	1482	46	185	64	34	232	122	24	4	19	83	565	572
CD163	815	131	877	1640	1349	1912	1408	1560	1101	3148	813	97	883	5311	1779
CD164L2	37	82	0	25	18	40	52	52	61	73	42	122	6	45	41
CD164	17600	5075	30346	9692	17776	30650	21354	26090	15880	20453	36647	11477	67919	34119	8624
CD177	21	10	0	6	2	7	9	231	24	18	1732	62	7	43	19
CD180	336	158	121	177	126	240	221	110	168	424	146	44	343	358	294
CD19	61	16	3	0	2	2	0	0	4	2	5	0	1	145	22
CD1A	6	19	0	99	3	13	1	172	1262	8	98	35	66	43	9
CD1B	8	2	0	2	1	8	1	43	13	0	2	0	2	99	2
CD1C	131	13	0	32	9	104	29	285	198	0	20	3	16	109	46
CD1D	85	29	43	48	44	67	67	99	34	8	18	13	50	96	109
CD1E	44	2	0	37	9	66	13	238	288	2	15	12	36	176	32
CD200R1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD200R1	46	5	30	18	7	33	8	70	33	17	5	2	22	95	68
CD200	478	186	228	573	339	409	260	878	712	402	192	69	270	459	435
CD207	154	1	433	213	47	16	76	381	2870	18	237	47	116	17	10
CD209	77	33	32	142	151	86	42	184	209	163	21	10	30	338	95
CD226	48	28	58	8	29	42	18	31	24	14	4	4	61	127	107
CD22	615	18	34	25	390	306	238	123	128	145	508	17	1214	219	103
CD244	8	29	51	64	17	8	7	44	23	7	13	0	11	74	24
CD247	84	166	170	79	72	106	57	169	82	39	60	10	44	585	242
CD248	847	965	662	3002	2271	940	1907	3417	3046	2226	2311	408	742	3373	1826
CD24	21053	37955	68821	33382	83471	56990	97260	48056	17626	67795	31873	17463	145763	1335229	14964
CD274	69	4	42	37	24	29	16	52	32	15	24	1	52	175	121
CD276	6118	2978	12877	6686	7923	4874	9456	7062	5284	10265	4710	4906	9542	6952	3311
CD27	171	213	302	69	42	141	80	221	156	27	86	4	67	807	275
CD28	71	16	166	53	58	154	91	71	37	327	61	8	97	390	260
CD2AP	2718	1135	7031	3420	5737	10945	4106	4080	3561	5342	3404	2594	7095	12331	2486
CD2BP2	4414	2124	4449	3771	6302	5854	5652	4114	3939	3650	9037	2699	5573	6162	1293
CD2	326	418	789	248	155	338	160	674	311	149	187	3	206	2187	1029
CD300A	367	109	249	241	174	437	438	313	270	1235	369	192	245	960	387
CD300C	88	7	13	31	25	73	64	46	50	154	68	6	68	153	38
CD300E	6	0	3	13	0	15	1	1	0	14	1	0	3	19	4
CD300LB	41	10	6	37	36	120	108	49	38	102	38	4	22	28	23
CD300LD	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CD300LF	70	28	36	54	52	50	58	91	75	74	51	17	152	408	106
CD300LG	9	30	0	50	358	37	44	36	1904	0	11	2	0	2	35
CD302	3276	158	4140	871	2657	4351	838	2842	2888	797	2122	769	1404	1923	953
CD320	1237	3917	4686	423	1674	1567	4067	712	887	645	3250	8329	510	422	705
CD33	96	11	46	73	62	136	87	190	112	215	124	9	165	207	92
CD34	1137	804	1990	2142	4068	2952	2282	3561	5780	1359	1110	312	2333	1401	2000
CD36	2542	571	684	1593	6742	1258	5300	434	21237	2556	1123	179	120	2267	1167
CD37	756	278	361	327	202	480	412	431	618	635	560	28	607	1755	571
CD38	22	20	93	53	13	24	26	6	28	5	9	0	13	309	197
CD3D	56	218	316	64	58	131	32	264	70	51	93	1	56	685	198
CD3EAP	1778	1469	2701	899	1291	1232	1812	1041	697	894	930	1497	1512	1531	935
CD3E	294	562	792	214	147	354	122	517	286	146	207	0	145	1908	755
CD3G	42	28	124	26	17	51	6	69	25	12	7	1	22	250	156
CD40LG	47	25	44	21	14	43	11	24	52	1	11	0	12	94	88
CD40	282	396	137	317	231	268	300	473	604	485	232	384	363	1257	1179
CD44	39871	9086	28293	5632	3211	145327	11959	35513	23662	14817	9492	5734	24422	19452	9910
CD46	17275	4737	28958	7461	19248	22735	12905	20623	18670	15267	19245	7397	46914	17031	4519
CD47	11817	3230	7607	2353	2340	10113	3736	5258	2715	4915	7374	4614	3063	13674	6126
CD48	472	203	364	172	182	433	276	688	372	421	328	25	322	1799	668
CD4	1536	408	1084	1458	918	2479	1531	1851	2425	2735	1083	350	1679	6422	2862
CD52	431	514	469	215	467	417	967	634	587	705	919	98	225	2154	591
CD53	1337	275	1007	673	504	1519	1013	1296	913	1740	865	84	1159	4626	1468
CD55	8356	1541	55536	2595	2578	6867	1366	3638	3693	11162	2454	4170	5805	5781	1135
CD58	227	226	589	390	200	393	279	565	391	459	445	691	650	537	392
CD59	33515	23016	253580	21123	18079	119091	10666	34963	38929	25942	34007	27955	13712	15810	11294
CD5L	1	0	0	1	0	0	0	2	2	0	1	0	0	2	2
CD5	264	112	338	204	31	148	42	213	90	53	62	1192	72	698	360
CD63	19939	16479	22319	15040	30678	45036	27911	29578	17950	23702	60313	23996	37382	26074	9632
CD68	3475	722	2509	3007	2827	6303	5102	4390	3749	11406	4524	498	4360	14528	2998
CD69	179	78	227	125	25	233	70	370	148	33	75	14	112	340	479
CD6	201	174	408	220	50	187	83	315	119	105	88	1006	179	869	295
CD70	22	12	20	5	25	3	1	37	24	58	11	1	6	48	109
CD72	77	63	123	143	27	204	102	79	37	251	113	99	131	239	171
CD74	46636	57928	19629	23914	17530	53564	31122	64742	65573	76204	39855	8454	133814	162891	32337
CD79A	452	159	71	51	19	117	75	102	206	12	71	6	9	543	215
CD79B	173	171	36	84	52	90	38	182	204	14	24	11	11	355	118
CD7	121	579	241	80	23	25	61	145	77	86	61	178	84	386	89
CD80	86	9	46	29	6	51	15	13	12	61	39	4	147	185	148
CD81	35347	13418	62507	16404	27278	32683	27240	22923	24753	22310	34915	22317	28786	31832	11804
CD82	850	664	2878	4761	305	1402	734	3094	1802	3612	2807	949	5362	2097	2261
CD83	599	205	826	879	822	1078	706	421	651	717	559	914	899	1608	608
CD84	168	15	156	122	109	360	161	90	145	507	81	1	226	713	337
CD86	396	103	162	286	157	682	338	403	398	745	229	42	547	1399	538
CD8A	159	413	909	105	295	252	278	483	292	159	166	99	137	1327	501
CD8B	54	105	484	31	31	38	20	128	109	50	36	569	54	347	121
CD93	3731	1135	2147	4060	3075	5994	2429	5137	8495	2877	1185	302	3987	2125	4212
CD96	121	146	310	107	66	155	47	237	144	34	43	4	108	828	508
CD97	1845	705	3304	1632	745	903	1167	1017	1167	1015	1058	6073	495	2324	1181
CD99L2	2019	1044	7195	1532	1339	3010	3083	2379	3005	2373	1284	715	2808	2145	1292
CD99	1731	2372	5573	6229	4465	4882	3636	6610	3138	10437	5091	6963	5959	8024	2750
CD9	28799	2900	103501	12494	14426	35332	8894	20471	12430	20079	44066	33522	21997	38627	12102
CDADC1	331	134	230	213	229	688	606	452	245	280	412	563	414	745	160
CDAN1	1544	513	1401	547	2229	1316	1824	980	853	814	1076	397	1079	1433	355
CDA	50	72	11	63	37	69	51	64	177	9	51	225	28	57	84
CDC123	2363	3768	8171	1491	2733	3374	2028	2835	1855	1965	3265	6759	4835	26811	2036
CDC14A	1818	118	326	319	533	941	418	353	201	187	101	140	59	921	327
CDC14B	257	267	2543	712	665	504	260	916	836	329	66	424	957	572	538
CDC14C	7	1	41	12	7	5	0	15	9	16	0	4	11	12	8
CDC16	4855	1798	2799	2271	4212	6211	4973	3674	2822	3214	3787	4688	3926	3567	2227
CDC20B	204	0	9	4	0	0	100	14	5	2	462	6	566	6533	3
CDC20	1072	5841	7131	4694	2355	1625	2131	313	44	2178	1537	5699	1078	4775	2124
CDC23	2563	552	4106	1124	3722	2429	3449	1729	1277	1567	3161	1249	3404	4224	1511
CDC25A	851	744	1191	470	1435	771	543	64	100	348	227	554	207	1300	648
CDC25B	2539	4103	2982	4548	4567	2122	6296	853	1229	3904	2913	4936	4698	9955	1933
CDC25C	269	468	1039	250	1126	653	560	53	4	112	549	262	291	1319	336
CDC26	74	52	415	424	234	282	313	313	241	247	306	438	323	375	191
CDC27	4278	982	3458	2262	7922	7125	7328	3549	2701	2861	3946	2583	5668	6754	3495
CDC34	1403	6003	1122	1447	1344	1042	2553	1118	935	1698	2382	5754	2734	2532	599
CDC37L1	562	574	654	696	637	593	1284	1595	840	826	689	715	1583	901	858
CDC37	3064	6714	7691	6241	4815	6826	7443	5177	4546	5081	7505	13918	5873	6078	2518
CDC40	1398	523	3091	1144	2590	2997	2731	2105	1261	1483	1464	1205	2630	2727	1046
CDC42BPA	4164	1359	9841	2905	5240	7028	4460	3400	5437	3236	1549	1428	6351	2905	2201
CDC42BPB	5249	1439	6252	4581	9318	13147	10678	5659	7711	14769	3378	1861	13408	8201	2883
CDC42BPG	1036	864	1732	1589	1916	2344	819	1125	959	646	505	989	2291	1378	569
CDC42EP1	1166	2852	2556	4801	2681	1527	1056	3515	4068	3461	1197	2420	2154	2364	839
CDC42EP2	418	826	2476	733	970	667	306	631	770	658	555	2154	677	834	371
CDC42EP3	3072	162	537	2768	1716	1838	1854	1314	1362	917	263	1071	1754	1256	1049
CDC42EP4	7047	5124	13010	4058	6872	7276	11347	4122	3922	2811	4854	3565	6475	4822	3045
CDC42EP5	19	238	42	196	94	12	64	344	190	240	79	148	44	123	64
CDC42SE1	6696	5468	9714	7122	12075	7068	8902	6447	11220	3868	6748	3645	22088	15822	7091
CDC42SE2	2536	982	2953	1373	5516	3892	3269	3374	1993	2247	3038	1553	3408	4525	2445
CDC42	15294	6786	9862	3737	18911	23855	21784	15911	10563	16187	12595	9745	18640	19604	7915
CDC45	89	951	866	616	1663	861	381	70	20	187	528	526	388	1165	209
CDC5L	1841	738	4589	3687	6471	4601	4307	2390	1915	2237	2511	2524	3449	8436	1943
CDC6	1821	1033	2401	802	3684	1734	1734	276	103	806	1547	1020	989	3264	908
CDC73	2569	1498	5931	2285	3018	5329	2455	3351	3052	2671	2328	1825	8767	4041	1728
CDC7	310	476	2901	1022	754	629	443	234	115	173	593	570	443	1303	1120
CDCA2	298	554	1834	715	695	414	221	92	32	148	527	767	783	671	1385
CDCA3	348	2512	5024	782	2223	512	1030	109	63	335	1259	1407	370	2020	1166
CDCA4	515	1133	1110	1387	1084	989	1659	789	415	2119	1883	1076	1161	2564	636
CDCA5	1398	1341	5044	2749	6288	3352	1198	338	121	972	804	2619	1115	6692	1637
CDCA7L	1456	1104	1228	943	1373	1965	451	776	338	1071	64	3760	760	185	921
CDCA7	38	918	3258	1418	600	142	98	76	61	331	9	901	600	666	1283
CDCA8	1149	2040	3818	2248	3474	1502	1823	207	159	627	1049	1223	1015	2906	1286
CDCP1	4526	1581	46	2448	1012	3163	163	1972	2747	5101	2812	1601	5337	4198	1592
CDCP2	0	0	0	0	1	2	4	1	0	0	0	1	3	1	1
CDH10	0	0	0	0	0	3	1	1	5	0	1	0	0	17	1
CDH11	3017	325	762	3709	2569	2829	2885	13583	5268	11313	2453	505	4084	6278	3833
CDH12	9	8	2	3	32	2	25	10	34	15	19	0	7	34	4
CDH13	544	265	711	578	1069	513	490	609	1805	1043	189	58	887	354	348
CDH15	199	73	7	4	2	0	9	11	1	163	5	3	3	7	0
CDH16	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1
CDH17	0	1	0	1	2	4	0	36	5	0	0	0	4	8	0
CDH18	0	0	4	0	0	2	0	0	33	0	1	0	0	8	0
CDH19	3	0	5113	3	1	0	0	10	5	2	2	294	0	0	0
CDH1	28350	5912	36354	6390	114687	67494	54164	13845	10149	19768	34313	11232	2492	41567	8023
CDH20	5	1	1	4	1	1	0	0	61	4	1	0	4	0	4
CDH22	14	64	17	4	4	2	1	23	50	0	0	0	0	0	315
CDH23	114	17	409	197	90	133	179	280	297	194	238	22	106	183	68
CDH24	124	362	151	309	1039	258	531	245	311	146	305	113	600	346	330
CDH26	5	28	401	19	265	4	8	11	12	8	79	16	7	30	4
CDH2	160	133	160	1207	272	165	991	332	348	209	83	53	136	18186	747
CDH3	2147	2250	48361	4944	3463	758	643	3605	3843	1059	3180	6210	126	997	3617
CDH4	147	3	156	0	4	0	5	3	4	6	3	0	5	2	0
CDH5	1261	644	1398	1862	2774	2027	1649	2245	4913	1023	851	63	1638	1080	1329
CDH6	88	32	86	183	180	154	81	168	334	60	46	7	177	67	223
CDH7	2	4	75	1	8	14	6	0	0	1	0	2	8	1	0
CDH8	18	0	7	6	110	10	36	10	37	9	6	9	9	6	10
CDH9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDHR1	6	34	25	20	150	5	5	8	49	14	0	1	2	13	14
CDHR2	5	0	169	2	11	1	17	0	5	4	0	0	0	0	1
CDHR3	105	9	26	69	193	1406	81	25	75	13	61	61	41	373	42
CDHR4	10	0	0	0	2	9	0	17	0	0	11	1	10	497	0
CDHR5	0	2	3	9	0	0	5	1	14	6	3	6	2	4	0
CDIPT	5510	3553	9724	4632	7897	5624	6867	4338	4636	4480	10210	5816	6903	5865	1333
CDK10	701	1443	841	1136	1747	877	2806	1077	897	1035	1248	2909	1346	1177	616
CDK11A	872	1011	457	437	2646	970	1330	1039	745	652	1284	467	642	1073	996
CDK11B	1699	1688	890	730	3741	2672	3243	1494	1557	1360	2161	1247	1600	1935	802
CDK12	5326	1395	5207	2189	7135	5858	6716	2117	2670	2690	2752	1382	6497	6378	2541
CDK13	4023	1036	2113	1550	4712	3768	9817	1820	2629	2824	2071	764	3067	1663	1663
CDK14	1458	144	4053	660	571	691	708	1357	1906	1192	1460	157	5651	1564	659
CDK15	9	0	1	2	2	7	6	15	0	6	0	0	7	9	18
CDK16	9895	9745	13637	7374	10413	8131	10326	3751	4657	7900	5667	4527	9169	9094	3082
CDK17	2246	405	2326	763	4510	4299	2379	2146	1504	1140	2257	167	2685	1810	1220
CDK18	960	1608	8652	867	178	2554	1158	256	1049	694	1554	2158	2436	158	492
CDK19	1297	654	11004	1720	8145	2552	3332	1707	7264	1543	1425	1910	3853	2028	1337
CDK1	2061	2026	9800	1564	7814	4392	2593	684	226	1678	3416	2614	5414	7944	4067
CDK20	347	201	366	324	834	744	1062	393	467	304	452	339	929	804	271
CDK2AP1	5608	18869	61834	5681	5994	10468	8982	8126	4571	4350	8830	6429	8848	4933	3639
CDK2AP2	1510	4074	2371	1609	3308	2671	2165	1213	1534	6080	15678	4302	2673	3690	578
CDK2	2165	1299	5019	2572	4319	2488	2739	1352	996	1001	3875	871	2957	5763	1802
CDK3	81	1192	138	573	942	96	719	170	118	68	234	375	187	208	188
CDK4	4327	10764	17597	5566	12410	4469	7579	5909	3641	5841	11983	6754	7008	12520	2898
CDK5R1	287	110	184	358	968	238	2863	240	108	209	120	236	345	715	167
CDK5R2	1	56	1	2	145	0	538	0	0	0	25	21	7	5	2
